Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Ford,Fiesta,1.0,Petrol,2001.0,132941.0,2751
Porsche,718 Cayman,2.0,Petrol,2004.0,,8846
VW,Passat,2.0,Diesel,2007.0,124254.0,9904
VW,Passat,1.6,Diesel,2004.0,91809.0,9239
Ford,Fiesta,1.4,Petrol,2007.0,,3411
Ford,Mondeo,2.0,Diesel,1990.0,215142.0,1404
Ford,Focus,1.6,Diesel,,135697.0,4537
VW,Passat,,Diesel,2002.0,94067.0,8438
Ford,Fiesta,,Petrol,1993.0,208378.0,935
Ford,Focus,1.6,,2012.0,,21957
VW,Passat,1.6,Diesel,1989.0,159098.0,2016
Ford,Fiesta,1.2,Petrol,2017.0,43949.0,16401
Toyota,Prius,,Hybrid,2013.0,48402.0,27042
VW,Polo,1.4,Petrol,1997.0,250320.0,925
BMW,M5,4.0,Petrol,2018.0,40775.0,94151
Ford,Focus,2.0,Diesel,2010.0,76291.0,16406
VW,Passat,2.0,Diesel,2001.0,118767.0,6926
Ford,Mondeo,2.0,Petrol,2012.0,27898.0,23959
Ford,Fiesta,1.4,Petrol,2002.0,60592.0,5870
Ford,Focus,,Diesel,2018.0,20286.0,35352
Porsche,718 Cayman,4.0,Petrol,1997.0,,4726
Toyota,RAV4,2.2,Hybrid,2012.0,73425.0,27955
Porsche,Cayenne,4.0,Petrol,1996.0,174058.0,6443
Toyota,Prius,1.4,Hybrid,2012.0,,14253
VW,Golf,2.0,Hybrid,,238654.0,1752
Ford,Fiesta,1.4,Petrol,1994.0,227256.0,911
VW,Golf,1.2,Petrol,2005.0,148719.0,4222
Porsche,718 Cayman,2.0,Petrol,2016.0,10381.0,46376
Ford,Focus,1.4,Diesel,2005.0,97998.0,8439
VW,Passat,1.8,Petrol,2010.0,94505.0,13656
Ford,Fiesta,1.4,Petrol,2004.0,53444.0,7021
VW,Passat,1.8,Diesel,1987.0,247126.0,861
Ford,Focus,2.0,Petrol,2022.0,5505.0,53168
Toyota,Yaris,,Petrol,1996.0,13500.0,5087
Toyota,RAV4,2.4,Petrol,2002.0,117238.0,9108
VW,Golf,1.4,Hybrid,,,15022
Toyota,RAV4,2.2,Hybrid,2002.0,,10431
VW,Polo,,Petrol,2018.0,17907.0,22584
Ford,Focus,2.0,Petrol,,213583.0,1671
Toyota,Yaris,1.4,Hybrid,2006.0,78193.0,9470
Toyota,Yaris,1.2,Petrol,2012.0,74447.0,11182
Porsche,Cayenne,4.0,Diesel,1992.0,238072.0,2939
Toyota,Prius,1.8,Hybrid,2005.0,80843.0,12823
Toyota,Prius,1.4,Hybrid,1993.0,192324.0,2102
VW,Polo,1.2,Petrol,1998.0,115995.0,2888
Toyota,RAV4,2.0,Hybrid,2013.0,23992.0,38688
Ford,Fiesta,1.0,Petrol,2015.0,52458.0,12431
BMW,Z4,3.0,,2008.0,96601.0,16022
VW,Passat,1.8,Diesel,1996.0,317372.0,809
VW,Golf,1.8,Petrol,1999.0,156962.0,3239
BMW,Z4,2.0,Petrol,2014.0,30484.0,30044
VW,Polo,1.0,Petrol,2013.0,73728.0,9719
,Fiesta,1.4,Hybrid,2017.0,39056.0,21894
VW,Polo,1.4,Petrol,2018.0,34269.0,20590
VW,Passat,1.8,Diesel,2010.0,83872.0,15462
Toyota,Prius,1.8,Hybrid,1995.0,189459.0,2792
Toyota,Prius,1.8,Hybrid,2016.0,38745.0,35024
BMW,Z4,3.0,Petrol,2008.0,34890.0,24042
VW,Passat,1.8,Diesel,2011.0,,16170
Ford,Mondeo,1.4,Diesel,2011.0,36582.0,18723
Porsche,911,2.6,Petrol,2003.0,75090.0,26516
VW,Passat,2.0,Diesel,2001.0,,2854
,Focus,1.4,Diesel,2016.0,37017.0,26303
Ford,Fiesta,1.2,Petrol,2007.0,106794.0,5496
Ford,Focus,1.0,Diesel,,127815.0,5694
Ford,Focus,1.4,Petrol,2007.0,46386.0,12993
Ford,Focus,2.0,,2002.0,137257.0,5828
Toyota,Prius,1.8,Hybrid,2002.0,156582.0,5886
VW,Passat,,Petrol,,78697.0,8441
BMW,M5,4.4,Petrol,2015.0,31536.0,85372
VW,Golf,1.8,Petrol,2008.0,72728.0,11163
VW,Passat,1.8,Diesel,1997.0,103618.0,5640
VW,Golf,,Petrol,1990.0,202183.0,985
VW,Passat,1.8,Diesel,2012.0,65388.0,20028
Toyota,Yaris,1.0,Petrol,2008.0,76243.0,7723
VW,Golf,2.0,Diesel,2004.0,158624.0,4935
VW,Polo,1.2,Petrol,2014.0,81554.0,10786
VW,Polo,2.0,Petrol,2001.0,107478.0,4857
VW,Passat,1.4,Petrol,2012.0,51256.0,18419
Toyota,Prius,1.0,Hybrid,2001.0,124658.0,5303
Ford,Fiesta,1.4,Petrol,2000.0,,1786
Ford,Focus,1.4,Petrol,1987.0,326998.0,324
VW,Golf,,Diesel,1990.0,208638.0,1128
Toyota,Prius,1.8,Hybrid,1991.0,131383.0,3466
Toyota,RAV4,2.2,Hybrid,2006.0,119485.0,13430
VW,Golf,1.8,Petrol,2000.0,,3074
Ford,Fiesta,1.0,,1997.0,180638.0,1420
VW,Polo,1.4,Petrol,2005.0,89564.0,6044
BMW,M5,4.4,Petrol,2001.0,67862.0,26787
VW,Polo,1.4,Petrol,1995.0,251341.0,801
Ford,Fiesta,1.0,Petrol,2009.0,64950.0,7690
VW,Passat,1.8,,2005.0,111473.0,8635
Toyota,Yaris,1.4,Hybrid,2005.0,202859.0,3280
Ford,Focus,1.8,Petrol,1994.0,125237.0,3565
Ford,Mondeo,2.0,Diesel,2012.0,68676.0,19552
Toyota,Prius,1.8,Hybrid,2013.0,57695.0,25505
Porsche,718 Cayman,4.0,Petrol,2011.0,73070.0,32221
Ford,Mondeo,,Diesel,1991.0,197003.0,1474
VW,Passat,1.8,Diesel,2013.0,33660.0,26072
Ford,Mondeo,2.0,Hybrid,2007.0,117051.0,11324
Ford,Fiesta,1.4,Petrol,1990.0,132157.0,1573
VW,Passat,1.6,Diesel,1999.0,76670.0,7359
Ford,Mondeo,1.4,Diesel,1997.0,106470.0,4609
Toyota,Yaris,1.0,,1998.0,,3252
Toyota,RAV4,1.8,Hybrid,,102268.0,14779
Ford,Focus,1.6,Diesel,2011.0,117952.0,11597
VW,Polo,1.0,Petrol,1999.0,170266.0,1820
Ford,Fiesta,1.0,Petrol,2022.0,6718.0,25766
Toyota,RAV4,2.0,Hybrid,,99729.0,16966
VW,Golf,1.8,Hybrid,2005.0,83052.0,10218
Porsche,Cayenne,3.0,,2005.0,73272.0,22116
Porsche,718 Cayman,2.4,Petrol,1999.0,156878.0,5947
Ford,Fiesta,1.2,Petrol,1996.0,207119.0,1155
VW,Golf,1.2,,,,1271
VW,Polo,2.0,Petrol,1987.0,116207.0,1788
,Prius,1.0,Hybrid,1997.0,118583.0,4257
BMW,X3,2.0,Petrol,2012.0,79409.0,20251
VW,Passat,,Diesel,2000.0,153683.0,4655
Ford,Mondeo,1.6,Diesel,2018.0,,31918
Toyota,Prius,1.4,Hybrid,1998.0,93811.0,6472
Toyota,Yaris,1.4,Hybrid,2016.0,62580.0,20477
Porsche,718 Cayman,2.4,Petrol,2020.0,13031.0,65404
,Prius,1.8,Hybrid,,140945.0,6256
Ford,Focus,1.4,Diesel,2017.0,31190.0,29091
VW,Golf,2.0,Petrol,1988.0,,1103
BMW,X3,,Diesel,1994.0,107280.0,6422
VW,Polo,1.6,Petrol,,52998.0,15047
Toyota,Yaris,1.0,Petrol,,102459.0,4298
Ford,Focus,,Petrol,2002.0,140121.0,5094
Ford,Fiesta,,Diesel,2013.0,101662.0,8164
Ford,Mondeo,2.0,Diesel,,134069.0,5818
Ford,Fiesta,1.0,Petrol,2000.0,160838.0,2052
BMW,M5,5.0,Petrol,1996.0,178190.0,8758
VW,Golf,1.6,Hybrid,2018.0,21071.0,33790
Ford,Fiesta,1.4,Petrol,,241383.0,701
Toyota,Yaris,1.4,Hybrid,,44992.0,22881
Ford,Focus,2.0,Petrol,2013.0,81474.0,18416
BMW,X3,2.0,Petrol,1998.0,190319.0,3319
Toyota,Yaris,1.4,Hybrid,2007.0,114516.0,7784
Toyota,Prius,1.8,Hybrid,1999.0,156622.0,4817
VW,Golf,1.6,Diesel,1987.0,213262.0,886
,Polo,1.4,Petrol,1999.0,103964.0,3650
BMW,M5,4.4,Petrol,1998.0,235007.0,5673
Toyota,Yaris,1.2,Hybrid,,111577.0,9620
Toyota,RAV4,2.4,Hybrid,1993.0,354706.0,710
Toyota,RAV4,2.4,Petrol,1993.0,50147.0,7975
Ford,Mondeo,2.0,Diesel,2009.0,96627.0,13180
Toyota,Prius,1.0,Hybrid,2011.0,94531.0,12945
Toyota,Yaris,1.2,Petrol,2006.0,129286.0,5013
Toyota,Yaris,1.0,Petrol,2000.0,146177.0,2680
Ford,Fiesta,,Petrol,,76189.0,6242
Porsche,911,2.2,Petrol,,,25157
Porsche,718 Cayman,2.4,Petrol,2012.0,93755.0,23096
Ford,Focus,1.6,Petrol,1991.0,72866.0,4030
Toyota,Prius,1.4,Hybrid,2017.0,28693.0,35012
BMW,M5,4.0,Petrol,2014.0,52058.0,67287
BMW,M5,4.0,Petrol,1992.0,170181.0,6423
Ford,Fiesta,1.4,Petrol,1997.0,224608.0,1140
BMW,M5,4.0,Petrol,2019.0,22713.0,111730
Ford,Mondeo,1.6,Diesel,2012.0,72539.0,17041
Toyota,RAV4,1.8,Hybrid,2005.0,140959.0,9599
Ford,Fiesta,,Petrol,2001.0,154901.0,2304
Toyota,RAV4,2.2,Hybrid,2012.0,63112.0,29937
Ford,Fiesta,1.2,Petrol,2009.0,74918.0,7881
Toyota,Prius,1.4,Hybrid,2001.0,207739.0,3128
Ford,Mondeo,1.6,Diesel,1999.0,,5152
Ford,Fiesta,,Petrol,2011.0,118283.0,7107
Toyota,RAV4,2.0,Hybrid,1994.0,105345.0,6401
Toyota,RAV4,1.8,Hybrid,2019.0,9662.0,59176
Ford,Mondeo,1.6,Diesel,2007.0,90155.0,10808
BMW,X3,3.0,Diesel,2012.0,,26222
BMW,X3,2.4,Diesel,2019.0,28435.0,51238
VW,Golf,1.8,Diesel,2007.0,87774.0,9883
Toyota,Prius,1.8,Hybrid,2000.0,121552.0,6818
Ford,Mondeo,1.6,Diesel,2011.0,62447.0,17045
Toyota,Yaris,1.4,Petrol,2012.0,88354.0,10969
Toyota,Yaris,1.4,Hybrid,,77594.0,10866
BMW,X3,2.4,Diesel,2014.0,,30675
Toyota,RAV4,2.2,Hybrid,1985.0,230327.0,1294
Toyota,Yaris,1.4,Petrol,2015.0,74360.0,14761
Ford,Mondeo,,Diesel,2015.0,55538.0,26012
Ford,Focus,2.0,Petrol,,105335.0,12704
VW,Golf,1.8,Petrol,2008.0,,10796
BMW,Z4,3.0,Petrol,2018.0,36951.0,46262
Ford,Fiesta,1.0,Petrol,2005.0,176132.0,2517
BMW,M5,5.0,Petrol,2003.0,92404.0,27545
VW,Golf,1.6,Diesel,1984.0,255195.0,495
,Golf,1.6,Petrol,1992.0,267309.0,718
VW,Golf,1.4,Diesel,2016.0,46436.0,20874
Ford,Fiesta,1.0,Petrol,1993.0,146070.0,1453
Ford,Focus,,Petrol,,,27254
VW,Golf,2.0,Petrol,2010.0,77586.0,13008
Ford,Mondeo,2.0,Petrol,2007.0,129277.0,8585
Ford,Mondeo,1.6,,,16314.0,27417
Ford,Focus,1.8,Petrol,1988.0,326287.0,396
BMW,M5,4.0,Petrol,2008.0,74418.0,38977
BMW,X3,2.4,Petrol,1995.0,192843.0,2912
Ford,Fiesta,,,1994.0,184697.0,1395
BMW,X3,2.4,Diesel,,,21496
VW,Golf,1.4,Petrol,,133436.0,3025
VW,Golf,1.8,Petrol,1999.0,181581.0,2631
VW,Golf,,Petrol,1999.0,163222.0,2899
Ford,Focus,1.0,Petrol,,63333.0,11270
Toyota,RAV4,2.0,Hybrid,,250033.0,1101
Ford,Fiesta,1.4,Petrol,2008.0,,8613
Porsche,911,2.2,Petrol,1998.0,176513.0,7966
Porsche,718 Cayman,2.4,Petrol,2013.0,101768.0,23292
Toyota,Yaris,1.4,Hybrid,1987.0,181275.0,1192
Toyota,Prius,1.8,Hybrid,2019.0,22872.0,46877
Porsche,Cayenne,3.5,Diesel,2002.0,128046.0,13758
Ford,Focus,1.4,Diesel,2002.0,135707.0,5183
,RAV4,2.0,Hybrid,2006.0,75856.0,17574
VW,Passat,1.6,Diesel,2011.0,92677.0,14642
Toyota,Yaris,1.0,Petrol,2010.0,89405.0,8053
VW,Passat,1.4,Petrol,2009.0,85487.0,12013
Ford,Fiesta,1.2,Petrol,2007.0,91274.0,6155
,RAV4,,Hybrid,,21916.0,51819
VW,Golf,1.6,Hybrid,1997.0,176938.0,2711
Toyota,Yaris,1.4,Petrol,1998.0,102475.0,3895
BMW,M5,5.0,Petrol,1991.0,139369.0,8660
Porsche,Cayenne,2.6,Petrol,1997.0,151905.0,6683
Toyota,Prius,1.8,Hybrid,2006.0,76954.0,14079
,Z4,2.4,Petrol,2011.0,,14489
Ford,Mondeo,1.6,Hybrid,1991.0,207426.0,1643
VW,Passat,1.4,Diesel,2006.0,93160.0,9780
Ford,Focus,1.8,Petrol,1995.0,164271.0,2779
Toyota,Prius,1.8,Hybrid,2010.0,94535.0,16247
Ford,Fiesta,1.0,Petrol,2000.0,131194.0,2609
Toyota,Prius,1.0,Hybrid,1997.0,142567.0,3525
VW,Golf,1.8,Diesel,1999.0,207700.0,2198
VW,Polo,1.2,Diesel,1994.0,200330.0,1156
VW,Golf,,Petrol,1995.0,,2103
VW,Golf,,Petrol,2016.0,46134.0,21292
,Prius,1.8,Hybrid,2004.0,96601.0,10729
Porsche,911,3.0,Petrol,2011.0,68547.0,50735
Toyota,RAV4,2.0,Hybrid,2005.0,105272.0,13335
Toyota,RAV4,2.2,Hybrid,2015.0,58843.0,37591
VW,Polo,1.6,Petrol,1994.0,249897.0,812
VW,Golf,1.4,Diesel,2007.0,102702.0,7826
VW,Golf,2.0,,2004.0,151173.0,4998
Porsche,Cayenne,4.0,Petrol,2003.0,140875.0,13525
Ford,Mondeo,1.4,Diesel,,144694.0,4182
,Mondeo,1.8,Diesel,1988.0,221104.0,1104
VW,Passat,1.6,Petrol,2010.0,99189.0,12446
Toyota,RAV4,2.0,Hybrid,2002.0,170401.0,6496
Ford,Mondeo,1.4,Hybrid,,146799.0,1975
Toyota,Yaris,1.0,Petrol,2022.0,6431.0,29879
Ford,Fiesta,1.4,Petrol,1994.0,114125.0,2362
VW,Golf,1.2,Petrol,2010.0,41595.0,12706
Ford,Mondeo,1.6,Petrol,,51408.0,22742
Ford,Focus,1.8,,2017.0,29154.0,31785
BMW,Z4,3.0,Petrol,2009.0,102813.0,16367
BMW,Z4,3.0,Petrol,1995.0,125875.0,5404
VW,Passat,1.4,Diesel,1995.0,,1397
VW,Passat,2.0,Diesel,,110702.0,7870
Ford,Mondeo,1.8,Diesel,2021.0,10682.0,47789
BMW,X3,3.0,Diesel,1999.0,,4525
,Prius,1.0,Hybrid,2004.0,97718.0,7933
BMW,Z4,,Petrol,1994.0,119436.0,4550
Toyota,Prius,1.4,Hybrid,2018.0,7348.0,42042
Toyota,Yaris,1.2,Petrol,1996.0,213176.0,1267
Ford,Focus,1.6,Petrol,2017.0,61657.0,24566
VW,Polo,1.6,Petrol,1999.0,164371.0,2419
,Golf,1.6,Petrol,2009.0,98219.0,9408
Ford,Fiesta,1.4,Petrol,2006.0,67417.0,7329
Ford,Mondeo,1.6,Hybrid,,75551.0,11966
Porsche,911,3.5,Petrol,2015.0,52470.0,79387
Toyota,Yaris,1.0,Petrol,,167238.0,2106
Ford,Focus,1.4,Diesel,1993.0,189711.0,1812
Toyota,RAV4,1.8,Petrol,2016.0,33749.0,35331
VW,Passat,,Petrol,1988.0,,2694
Toyota,Prius,1.0,Hybrid,1991.0,196538.0,1498
Ford,Focus,1.6,Petrol,2008.0,87803.0,11291
Toyota,Prius,1.4,Hybrid,2014.0,24430.0,29366
VW,Polo,,Petrol,1988.0,228160.0,743
Toyota,Yaris,1.0,Hybrid,2015.0,51208.0,17409
Ford,Focus,1.6,Diesel,1990.0,293298.0,614
Ford,Mondeo,1.6,Diesel,2015.0,72886.0,20766
BMW,Z4,2.2,Petrol,2016.0,18983.0,38407
Ford,Fiesta,1.0,Petrol,1992.0,178137.0,1040
Porsche,718 Cayman,2.4,Petrol,1988.0,298511.0,797
Toyota,Prius,1.8,Hybrid,2016.0,55971.0,31497
VW,Golf,1.4,Diesel,1998.0,204955.0,1858
Toyota,Prius,1.0,Hybrid,2016.0,55536.0,23541
VW,Golf,2.0,Hybrid,2001.0,97509.0,7443
BMW,Z4,3.0,Petrol,2006.0,117053.0,12043
VW,Polo,1.2,Petrol,2020.0,17349.0,23963
VW,Golf,1.2,Petrol,1990.0,,701
Toyota,RAV4,1.8,Hybrid,1997.0,118693.0,6707
VW,Polo,1.2,Petrol,2020.0,13189.0,24506
VW,Passat,2.0,Diesel,1992.0,158505.0,2766
Ford,Mondeo,1.4,Diesel,2013.0,32985.0,21849
Toyota,Yaris,1.2,Petrol,2012.0,63298.0,12044
VW,Passat,2.0,Diesel,2015.0,68868.0,25198
VW,Golf,1.4,Petrol,2000.0,,2725
Ford,Fiesta,1.2,Petrol,1996.0,104287.0,2689
Toyota,Prius,1.0,Hybrid,2010.0,58129.0,15521
,Yaris,1.4,Petrol,2000.0,130259.0,3602
VW,Passat,1.6,Diesel,1996.0,110136.0,4739
BMW,Z4,2.0,Petrol,1991.0,190752.0,1974
Ford,Mondeo,2.0,Diesel,2016.0,41795.0,30275
Ford,Fiesta,1.2,Petrol,1992.0,269013.0,502
Toyota,RAV4,2.0,Hybrid,2007.0,104090.0,15371
BMW,X3,2.4,Petrol,,184227.0,2569
Toyota,Prius,1.4,Hybrid,2013.0,32351.0,26258
Ford,Focus,1.6,Petrol,1999.0,110166.0,5264
VW,Passat,2.0,Diesel,1996.0,150524.0,3857
BMW,X3,3.0,Diesel,2004.0,105661.0,12660
VW,Golf,1.6,Petrol,2000.0,149062.0,3483
Toyota,Prius,1.4,Hybrid,1997.0,172543.0,3254
VW,Passat,1.6,Diesel,1992.0,236320.0,1251
Porsche,718 Cayman,,Petrol,2006.0,142884.0,13728
Ford,Focus,2.0,Diesel,1999.0,145438.0,4691
Toyota,Yaris,1.4,Petrol,1994.0,144087.0,2162
,Fiesta,1.2,Petrol,2013.0,48517.0,12215
,Prius,,Hybrid,2000.0,115320.0,5330
Toyota,RAV4,2.0,Hybrid,1997.0,66754.0,10252
Toyota,Yaris,1.0,Hybrid,2011.0,86036.0,10578
VW,Passat,1.8,Diesel,1993.0,187906.0,2185
VW,Golf,1.4,Diesel,1988.0,202617.0,974
Ford,Fiesta,1.2,Petrol,1987.0,219032.0,569
,Mondeo,1.6,Diesel,1993.0,219761.0,1471
BMW,X3,2.0,Diesel,2020.0,5390.0,56652
VW,Passat,1.4,Petrol,1996.0,214884.0,1767
,Fiesta,1.2,Petrol,2000.0,79824.0,4182
VW,Polo,1.4,Petrol,2015.0,,17032
BMW,Z4,2.4,Petrol,2006.0,118703.0,10636
VW,Golf,1.2,Diesel,,79035.0,11969
VW,Passat,1.8,Diesel,2019.0,5992.0,45280
Toyota,Prius,1.4,Hybrid,2007.0,83881.0,12652
Toyota,Prius,1.8,Hybrid,,82976.0,16496
VW,Polo,1.4,Petrol,1997.0,116307.0,2912
BMW,Z4,2.0,Petrol,2006.0,83348.0,12580
Porsche,Cayenne,4.0,Diesel,2001.0,107456.0,16105
Ford,Mondeo,1.8,Petrol,1992.0,148698.0,2564
Porsche,911,2.2,Petrol,1996.0,248418.0,3672
Toyota,Yaris,1.2,Petrol,2009.0,,6598
VW,Golf,1.8,Petrol,2009.0,79604.0,11386
Porsche,Cayenne,3.5,Diesel,1994.0,233212.0,3284
VW,Polo,1.4,Petrol,,,1260
VW,Passat,1.6,Diesel,2012.0,66385.0,18759
Porsche,718 Cayman,2.0,,,202809.0,2624
Toyota,Yaris,1.4,Petrol,2013.0,,14005
Toyota,RAV4,2.2,Hybrid,2006.0,90235.0,16676
Toyota,Prius,1.4,Hybrid,,225492.0,1198
VW,Passat,1.6,Diesel,1993.0,183387.0,2142
VW,Golf,1.4,Hybrid,2006.0,120520.0,7316
Ford,Fiesta,1.4,Petrol,1991.0,379593.0,175
VW,Polo,1.2,Petrol,1993.0,233590.0,764
Ford,Focus,1.4,Diesel,1992.0,,3344
VW,Polo,1.0,Petrol,2000.0,11500.0,5950
VW,Polo,1.6,Petrol,2011.0,52722.0,12340
VW,Polo,1.4,Petrol,1996.0,189159.0,1499
Ford,Fiesta,1.4,Petrol,2006.0,113558.0,5279
Ford,Mondeo,1.8,Diesel,2010.0,109816.0,12127
Ford,Fiesta,1.4,Petrol,2005.0,113924.0,4925
VW,Polo,1.4,Petrol,2001.0,111382.0,3946
VW,Polo,,Petrol,1997.0,182668.0,1569
Toyota,Yaris,1.2,Petrol,,59276.0,8858
Toyota,Prius,1.0,Hybrid,2006.0,95407.0,9217
Toyota,RAV4,,Hybrid,1985.0,212748.0,1517
VW,Polo,1.4,Petrol,2010.0,,8272
,Passat,2.0,Diesel,2004.0,74825.0,11628
VW,Golf,2.0,Hybrid,2017.0,,34495
VW,Polo,1.4,,1995.0,142962.0,2067
VW,Golf,,Petrol,1989.0,197260.0,1039
Ford,Focus,1.8,Diesel,2019.0,,37937
Ford,Mondeo,1.4,Diesel,2002.0,,7649
Ford,Mondeo,1.6,Diesel,2000.0,179521.0,3343
Porsche,911,3.5,Petrol,1987.0,197800.0,4013
Toyota,Prius,1.4,Hybrid,2001.0,,4642
VW,Golf,1.2,Petrol,2017.0,43318.0,20053
Toyota,Prius,1.0,Hybrid,1999.0,,2246
Ford,Focus,1.6,Petrol,2008.0,79265.0,11984
VW,Golf,1.8,Petrol,2010.0,139680.0,7764
BMW,X3,2.4,Diesel,1990.0,216241.0,1781
VW,Polo,2.0,Petrol,2007.0,79977.0,8828
VW,Golf,2.0,,1992.0,,2086
Ford,Mondeo,2.0,Diesel,2022.0,7787.0,54669
VW,Golf,,Petrol,1997.0,202139.0,2029
VW,Polo,2.0,Petrol,2006.0,38712.0,10771
Toyota,Yaris,,Hybrid,2002.0,154776.0,3425
Toyota,RAV4,1.8,Hybrid,2014.0,34172.0,37013
VW,Passat,1.4,Diesel,2006.0,136260.0,7053
Toyota,Yaris,1.0,Hybrid,,45711.0,12073
VW,Polo,1.4,Petrol,1996.0,119250.0,2663
Toyota,Yaris,1.2,Hybrid,,,1656
Ford,Mondeo,1.4,Diesel,1991.0,232788.0,1070
Toyota,RAV4,,Petrol,1987.0,294765.0,611
VW,Golf,1.6,Petrol,2010.0,53741.0,13613
VW,Polo,1.2,Petrol,,222834.0,788
VW,Polo,1.0,Petrol,,66979.0,7285
Toyota,Yaris,1.2,Hybrid,2011.0,73992.0,12592
BMW,X3,2.4,Diesel,2011.0,63197.0,24295
Ford,Focus,1.8,Petrol,1992.0,122835.0,3179
Toyota,Yaris,1.4,Hybrid,1991.0,,2529
Ford,Mondeo,2.0,Diesel,2022.0,8976.0,54331
VW,Golf,2.0,Petrol,1992.0,339167.0,404
VW,Passat,,Diesel,1986.0,237881.0,773
Toyota,Yaris,1.2,Petrol,2004.0,85812.0,6065
Toyota,RAV4,2.2,Hybrid,2005.0,111896.0,13310
Toyota,Prius,,Hybrid,1988.0,321848.0,515
Ford,Focus,1.6,Petrol,1997.0,173022.0,2781
Toyota,Yaris,1.2,Petrol,2011.0,96865.0,8938
Ford,Fiesta,1.4,Petrol,2006.0,100565.0,5815
Toyota,Prius,1.0,Hybrid,1991.0,264795.0,806
BMW,Z4,2.0,Petrol,2006.0,108729.0,10471
Ford,Fiesta,1.2,Petrol,2020.0,15705.0,23557
Ford,Focus,1.8,Diesel,2003.0,98123.0,8367
Toyota,Yaris,1.0,Petrol,1993.0,128743.0,1931
VW,Golf,2.0,Diesel,2001.0,146481.0,4464
Toyota,Yaris,1.4,Hybrid,2006.0,107539.0,7674
Ford,Focus,1.6,Petrol,2016.0,28438.0,28149
Toyota,Yaris,1.4,Hybrid,2011.0,46493.0,16245
Toyota,Yaris,1.4,Hybrid,2002.0,145187.0,4384
Ford,Mondeo,,Diesel,1994.0,241041.0,1212
Ford,Mondeo,1.8,Diesel,1995.0,74925.0,5726
VW,Passat,2.0,Petrol,2018.0,,40274
,Passat,1.8,Diesel,1996.0,158878.0,3416
Toyota,Yaris,,Petrol,2012.0,84355.0,11281
VW,Polo,1.6,Petrol,2015.0,44400.0,16964
Ford,Mondeo,2.0,Diesel,2008.0,92327.0,12718
Porsche,718 Cayman,2.4,Petrol,2007.0,69973.0,19518
Porsche,718 Cayman,4.0,Petrol,,349908.0,670
Ford,Fiesta,1.2,Petrol,1988.0,46250.0,2339
,Prius,,Hybrid,1997.0,103749.0,5631
Toyota,Prius,1.0,Hybrid,2009.0,,16003
Ford,Mondeo,1.6,Petrol,2000.0,187643.0,2968
Ford,Fiesta,1.4,Petrol,2000.0,139872.0,2882
Ford,Focus,2.0,Petrol,2005.0,93229.0,9944
Ford,Focus,1.4,Petrol,2017.0,22139.0,29162
Toyota,Yaris,1.4,Petrol,2005.0,87784.0,6906
Ford,Mondeo,1.8,Diesel,,45573.0,26259
BMW,Z4,2.2,Petrol,2006.0,105637.0,11238
Toyota,Yaris,1.2,Petrol,2001.0,236497.0,1432
VW,Passat,1.6,Diesel,1998.0,107393.0,5527
Toyota,Yaris,1.0,Petrol,1991.0,109164.0,1964
Ford,Mondeo,2.0,Diesel,2005.0,68680.0,12260
Toyota,RAV4,,Hybrid,2015.0,31853.0,40102
Ford,Fiesta,1.0,,,34690.0,16914
Porsche,Cayenne,2.6,Petrol,,30150.0,52531
Ford,Mondeo,,Diesel,2009.0,126876.0,9387
,Yaris,1.0,Hybrid,1992.0,135949.0,2048
VW,Golf,1.8,Petrol,1996.0,181083.0,2163
Ford,Fiesta,1.0,Petrol,2016.0,29388.0,15264
Toyota,Prius,1.0,Hybrid,2014.0,44371.0,22085
,Fiesta,1.2,Petrol,2005.0,103789.0,4919
VW,Passat,1.6,Diesel,2008.0,103324.0,11095
BMW,M5,5.0,Petrol,1995.0,100484.0,15241
BMW,M5,5.0,,2003.0,156807.0,16722
Porsche,Cayenne,2.6,Petrol,2004.0,128139.0,12895
Ford,Focus,2.0,Diesel,2018.0,28126.0,37826
Ford,Focus,1.6,Diesel,2002.0,198628.0,3265
Ford,Fiesta,1.0,Petrol,2006.0,,6597
Porsche,Cayenne,3.5,,2008.0,101148.0,23972
,Mondeo,,Diesel,2017.0,14745.0,35821
Ford,Focus,1.0,Petrol,2000.0,122228.0,4058
Toyota,Prius,1.0,Hybrid,2007.0,82321.0,10810
Toyota,Yaris,1.0,Petrol,2018.0,18627.0,21449
Toyota,Yaris,1.0,,1994.0,,560
Toyota,RAV4,2.0,Hybrid,2019.0,22933.0,58058
Toyota,RAV4,2.0,Hybrid,2004.0,,11633
Ford,Fiesta,1.4,Petrol,2017.0,44164.0,17692
Toyota,RAV4,2.2,Hybrid,2005.0,62837.0,18807
VW,Passat,2.0,Diesel,2008.0,119819.0,10955
Toyota,Prius,1.4,Hybrid,,,5614
,Polo,1.2,Petrol,2002.0,165251.0,2540
Toyota,Prius,1.0,Hybrid,2001.0,120338.0,5483
Ford,Mondeo,1.4,Diesel,2006.0,,8654
Ford,Focus,1.0,Petrol,2014.0,17000.0,20756
VW,Golf,1.4,Diesel,2018.0,38434.0,25034
Toyota,Prius,,Hybrid,1996.0,116075.0,4803
VW,Polo,2.0,Petrol,2017.0,39650.0,22302
Toyota,RAV4,2.0,Petrol,,82811.0,19484
VW,Passat,2.0,Petrol,1998.0,120699.0,5320
